network, data_set, data_set_size, num_processes, time_elapsed
bnet-sprinkler, sprinkler-uniform-, 600, 4, 0.28
bnet-sprinkler, sprinkler-uniform-, 600, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 700, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 700, 4, 0.15
bnet-sprinkler, sprinkler-uniform-, 700, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 700, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 700, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 700, 4, 0.2
bnet-sprinkler, sprinkler-uniform-, 700, 4, 0.3
bnet-sprinkler, sprinkler-uniform-, 700, 4, 0.23
bnet-sprinkler, sprinkler-uniform-, 700, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 700, 4, 0.31
bnet-sprinkler, sprinkler-uniform-, 800, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 800, 4, 0.15
bnet-sprinkler, sprinkler-uniform-, 800, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 800, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 800, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 800, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 800, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 800, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 800, 4, 0.28
bnet-sprinkler, sprinkler-uniform-, 800, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 900, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 900, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 900, 4, 0.24
bnet-sprinkler, sprinkler-uniform-, 900, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 900, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 900, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 900, 4, 0.28
bnet-sprinkler, sprinkler-uniform-, 900, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 900, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 900, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 1000, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 1000, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 1000, 4, 0.28
bnet-sprinkler, sprinkler-uniform-, 1000, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 1000, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 1000, 4, 0.2
bnet-sprinkler, sprinkler-uniform-, 1000, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 1000, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 1000, 4, 0.3
bnet-sprinkler, sprinkler-uniform-, 1000, 4, 0.28
bnet-sprinkler, sprinkler-uniform-, 1100, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 1100, 4, 0.15
bnet-sprinkler, sprinkler-uniform-, 1100, 4, 0.28
bnet-sprinkler, sprinkler-uniform-, 1100, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 1100, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 1100, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 1100, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 1100, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 1100, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 1100, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 1200, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 1200, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 1200, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 1200, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 1200, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 1200, 4, 0.2
bnet-sprinkler, sprinkler-uniform-, 1200, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 1200, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 1200, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 1200, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 1300, 4, 0.23
bnet-sprinkler, sprinkler-uniform-, 1300, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 1300, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 1300, 4, 0.21
bnet-sprinkler, sprinkler-uniform-, 1300, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 1300, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 1300, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 1300, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 1300, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 1300, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 1400, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 1400, 4, 0.23
bnet-sprinkler, sprinkler-uniform-, 1400, 4, 0.15
bnet-sprinkler, sprinkler-uniform-, 1400, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 1400, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 1400, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 1400, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 1400, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 1400, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 1400, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 1500, 4, 0.24
bnet-sprinkler, sprinkler-uniform-, 1500, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 1500, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 1500, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 1500, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 1500, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 1500, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 1500, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 1500, 4, 0.28
bnet-sprinkler, sprinkler-uniform-, 1500, 4, 0.22
bnet-sprinkler, sprinkler-uniform-, 1600, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 1600, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 1600, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 1600, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 1600, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 1600, 4, 0.2
bnet-sprinkler, sprinkler-uniform-, 1600, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 1600, 4, 0.28
bnet-sprinkler, sprinkler-uniform-, 1600, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 1600, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 1700, 4, 0.15
bnet-sprinkler, sprinkler-uniform-, 1700, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 1700, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 1700, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 1700, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 1700, 4, 0.28
bnet-sprinkler, sprinkler-uniform-, 1700, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 1700, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 1700, 4, 0.15
bnet-sprinkler, sprinkler-uniform-, 1700, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 1800, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 1800, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 1800, 4, 0.33
bnet-sprinkler, sprinkler-uniform-, 1800, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 1800, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 1800, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 1800, 4, 0.24
bnet-sprinkler, sprinkler-uniform-, 1800, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 1800, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 1800, 4, 0.24
bnet-sprinkler, sprinkler-uniform-, 1900, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 1900, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 1900, 4, 0.24
bnet-sprinkler, sprinkler-uniform-, 1900, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 1900, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 1900, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 1900, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 1900, 4, 0.15
bnet-sprinkler, sprinkler-uniform-, 1900, 4, 0.28
bnet-sprinkler, sprinkler-uniform-, 1900, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 2000, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 2000, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 2000, 4, 0.33
bnet-sprinkler, sprinkler-uniform-, 2000, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 2000, 4, 0.33
bnet-sprinkler, sprinkler-uniform-, 2000, 4, 0.24
bnet-sprinkler, sprinkler-uniform-, 2000, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 2000, 4, 0.28
bnet-sprinkler, sprinkler-uniform-, 2000, 4, 0.2
bnet-sprinkler, sprinkler-uniform-, 2000, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 2100, 4, 0.28
bnet-sprinkler, sprinkler-uniform-, 2100, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 2100, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 2100, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 2100, 4, 0.2
bnet-sprinkler, sprinkler-uniform-, 2100, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 2100, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 2100, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 2100, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 2100, 4, 0.28
bnet-sprinkler, sprinkler-uniform-, 2200, 4, 0.3
bnet-sprinkler, sprinkler-uniform-, 2200, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 2200, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 2200, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 2200, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 2200, 4, 0.6
bnet-sprinkler, sprinkler-uniform-, 2200, 4, 0.24
bnet-sprinkler, sprinkler-uniform-, 2200, 4, 0.28
bnet-sprinkler, sprinkler-uniform-, 2200, 4, 0.23
bnet-sprinkler, sprinkler-uniform-, 2200, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 2300, 4, 0.2
bnet-sprinkler, sprinkler-uniform-, 2300, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 2300, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 2300, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 2300, 4, 0.28
bnet-sprinkler, sprinkler-uniform-, 2300, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 2300, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 2300, 4, 0.15
bnet-sprinkler, sprinkler-uniform-, 2300, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 2300, 4, 0.3
bnet-sprinkler, sprinkler-uniform-, 2400, 4, 0.2
bnet-sprinkler, sprinkler-uniform-, 2400, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 2400, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 2400, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 2400, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 2400, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 2400, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 2400, 4, 0.21
bnet-sprinkler, sprinkler-uniform-, 2400, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 2400, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 2500, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 2500, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 2500, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 2500, 4, 0.2
bnet-sprinkler, sprinkler-uniform-, 2500, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 2500, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 2500, 4, 0.3
bnet-sprinkler, sprinkler-uniform-, 2500, 4, 0.33
bnet-sprinkler, sprinkler-uniform-, 2500, 4, 0.21
bnet-sprinkler, sprinkler-uniform-, 2500, 4, 0.34
bnet-sprinkler, sprinkler-uniform-, 2600, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 2600, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 2600, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 2600, 4, 0.28
bnet-sprinkler, sprinkler-uniform-, 2600, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 2600, 4, 0.28
bnet-sprinkler, sprinkler-uniform-, 2600, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 2600, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 2600, 4, 0.2
bnet-sprinkler, sprinkler-uniform-, 2600, 4, 0.49
bnet-sprinkler, sprinkler-uniform-, 2700, 4, 0.35
bnet-sprinkler, sprinkler-uniform-, 2700, 4, 0.21
bnet-sprinkler, sprinkler-uniform-, 2700, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 2700, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 2700, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 2700, 4, 0.24
bnet-sprinkler, sprinkler-uniform-, 2700, 4, 0.24
bnet-sprinkler, sprinkler-uniform-, 2700, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 2700, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 2700, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 2800, 4, 0.2
bnet-sprinkler, sprinkler-uniform-, 2800, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 2800, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 2800, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 2800, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 2800, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 2800, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 2800, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 2800, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 2800, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 2900, 4, 0.23
bnet-sprinkler, sprinkler-uniform-, 2900, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 2900, 4, 0.21
bnet-sprinkler, sprinkler-uniform-, 2900, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 2900, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 2900, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 2900, 4, 0.33
bnet-sprinkler, sprinkler-uniform-, 2900, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 2900, 4, 0.36
bnet-sprinkler, sprinkler-uniform-, 2900, 4, 0.28
bnet-sprinkler, sprinkler-uniform-, 3000, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 3000, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 3000, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 3000, 4, 0.32
bnet-sprinkler, sprinkler-uniform-, 3000, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 3000, 4, 0.2
bnet-sprinkler, sprinkler-uniform-, 3000, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 3000, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 3000, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 3000, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 3100, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 3100, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 3100, 4, 0.24
bnet-sprinkler, sprinkler-uniform-, 3100, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 3100, 4, 0.24
bnet-sprinkler, sprinkler-uniform-, 3100, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 3100, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 3100, 4, 0.15
bnet-sprinkler, sprinkler-uniform-, 3100, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 3100, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 3200, 4, 0.13
bnet-sprinkler, sprinkler-uniform-, 3200, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 3200, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 3200, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 3200, 4, 0.2
bnet-sprinkler, sprinkler-uniform-, 3200, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 3200, 4, 0.15
bnet-sprinkler, sprinkler-uniform-, 3200, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 3200, 4, 0.24
bnet-sprinkler, sprinkler-uniform-, 3200, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 3300, 4, 0.2
bnet-sprinkler, sprinkler-uniform-, 3300, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 3300, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 3300, 4, 0.28
bnet-sprinkler, sprinkler-uniform-, 3300, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 3300, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 3300, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 3300, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 3300, 4, 0.28
bnet-sprinkler, sprinkler-uniform-, 3300, 4, 0.24
bnet-sprinkler, sprinkler-uniform-, 3400, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 3400, 4, 0.21
bnet-sprinkler, sprinkler-uniform-, 3400, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 3400, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 3400, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 3400, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 3400, 4, 0.2
bnet-sprinkler, sprinkler-uniform-, 3400, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 3400, 4, 0.24
bnet-sprinkler, sprinkler-uniform-, 3400, 4, 0.24
bnet-sprinkler, sprinkler-uniform-, 3500, 4, 0.23
bnet-sprinkler, sprinkler-uniform-, 3500, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 3500, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 3500, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 3500, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 3500, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 3500, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 3500, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 3500, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 3500, 4, 0.15
bnet-sprinkler, sprinkler-uniform-, 3600, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 3600, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 3600, 4, 0.21
bnet-sprinkler, sprinkler-uniform-, 3600, 4, 0.24
bnet-sprinkler, sprinkler-uniform-, 3600, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 3600, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 3600, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 3600, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 3600, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 3600, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 3700, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 3700, 4, 0.23
bnet-sprinkler, sprinkler-uniform-, 3700, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 3700, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 3700, 4, 0.2
bnet-sprinkler, sprinkler-uniform-, 3700, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 3700, 4, 0.22
bnet-sprinkler, sprinkler-uniform-, 3700, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 3700, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 3700, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 3800, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 3800, 4, 0.31
bnet-sprinkler, sprinkler-uniform-, 3800, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 3800, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 3800, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 3800, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 3800, 4, 0.24
bnet-sprinkler, sprinkler-uniform-, 3800, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 3800, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 3800, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 3900, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 3900, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 3900, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 3900, 4, 0.2
bnet-sprinkler, sprinkler-uniform-, 3900, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 3900, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 3900, 4, 0.21
bnet-sprinkler, sprinkler-uniform-, 3900, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 3900, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 3900, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 4000, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 4000, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 4000, 4, 0.24
bnet-sprinkler, sprinkler-uniform-, 4000, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 4000, 4, 0.2
bnet-sprinkler, sprinkler-uniform-, 4000, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 4000, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 4000, 4, 0.28
bnet-sprinkler, sprinkler-uniform-, 4000, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 4000, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 4100, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 4100, 4, 0.21
bnet-sprinkler, sprinkler-uniform-, 4100, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 4100, 4, 0.15
bnet-sprinkler, sprinkler-uniform-, 4100, 4, 0.24
bnet-sprinkler, sprinkler-uniform-, 4100, 4, 0.22
bnet-sprinkler, sprinkler-uniform-, 4100, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 4100, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 4100, 4, 0.2
bnet-sprinkler, sprinkler-uniform-, 4100, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 4200, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 4200, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 4200, 4, 0.14
bnet-sprinkler, sprinkler-uniform-, 4200, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 4200, 4, 0.29
bnet-sprinkler, sprinkler-uniform-, 4200, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 4200, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 4200, 4, 0.35
bnet-sprinkler, sprinkler-uniform-, 4200, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 4200, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 4300, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 4300, 4, 0.33
bnet-sprinkler, sprinkler-uniform-, 4300, 4, 0.23
bnet-sprinkler, sprinkler-uniform-, 4300, 4, 0.32
bnet-sprinkler, sprinkler-uniform-, 4300, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 4300, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 4300, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 4300, 4, 0.37
bnet-sprinkler, sprinkler-uniform-, 4300, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 4300, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 4400, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 4400, 4, 0.28
bnet-sprinkler, sprinkler-uniform-, 4400, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 4400, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 4400, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 4400, 4, 0.31
bnet-sprinkler, sprinkler-uniform-, 4400, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 4400, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 4400, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 4400, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 4500, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 4500, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 4500, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 4500, 4, 0.22
bnet-sprinkler, sprinkler-uniform-, 4500, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 4500, 4, 0.2
bnet-sprinkler, sprinkler-uniform-, 4500, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 4500, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 4500, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 4500, 4, 0.46
bnet-sprinkler, sprinkler-uniform-, 4600, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 4600, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 4600, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 4600, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 4600, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 4600, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 4600, 4, 0.2
bnet-sprinkler, sprinkler-uniform-, 4600, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 4600, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 4600, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 4700, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 4700, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 4700, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 4700, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 4700, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 4700, 4, 0.26
bnet-sprinkler, sprinkler-uniform-, 4700, 4, 0.25
bnet-sprinkler, sprinkler-uniform-, 4700, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 4700, 4, 0.16
bnet-sprinkler, sprinkler-uniform-, 4700, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 4800, 4, 0.19
bnet-sprinkler, sprinkler-uniform-, 4800, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 4800, 4, 0.31
bnet-sprinkler, sprinkler-uniform-, 4800, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 4800, 4, 0.18
bnet-sprinkler, sprinkler-uniform-, 4800, 4, 0.14
bnet-sprinkler, sprinkler-uniform-, 4800, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 4800, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 4800, 4, 0.24
bnet-sprinkler, sprinkler-uniform-, 4800, 4, 0.17
bnet-sprinkler, sprinkler-uniform-, 4900, 4, 0.27
bnet-sprinkler, sprinkler-uniform-, 4900, 4, 0.26
